expectation_name,system,system_oid,code,ucum_code,low,high
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15155-5,mg/mL,7.0,13.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14631-6,g/dL,1.0,34.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14682-9,mg/L,10.0,30.0
Blood count; hemoglobin (Hgb) between 2.0 and 319.0 ug/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14775-1,ug/dL,2.0,319.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15050-8,mg/L,10.0,30.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14775-1,g/dL,3.0,36.0
Bilirubin; direct between 1.0 and 37000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15152-2,mg/dL,1.0,37000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15155-5,mg/dL,7.0,13.0
Bilirubin; direct between 1.0 and 483.0 ug/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15152-2,ug/dL,1.0,483.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15155-5,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15155-5,g/dL,3.4,36.0
Bilirubin; direct between 1.0 and 1000.0 nmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15152-2,nmol/L,1.0,1000.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,16273-5,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,16273-5,g/dL,3.4,36.0
"Lipoprotein, direct measurement; LDL cholesterol between 0.0 and 100.0 %",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,18262-6,%,0.0,100.0
"Lipoprotein, direct measurement; LDL cholesterol between 5.0 and 400.0 mg/dL",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,18262-6,mg/dL,5.0,400.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,17861-6,g/dL,3.4,36.0
Magnesium between 0.0 and 6000.0 ug/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,19123-9,ug/dL,0.0,6000.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1975-2,mg/dL,1.0,398.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1997-6,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1998-4,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2002-4,mg/mL,7.0,13.0
Bilirubin; direct between 1.0 and 1900.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1968-7,ng/mL,1.0,1900.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1974-5,g/dL,1.0,34.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1998-4,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1999-2,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2001-6,pg/mL,1.2,448.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2028-9,mmol/L,2.0,42.0
Bilirubin; direct between 1.0 and 37000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1968-7,mg/dL,1.0,37000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1996-8,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1997-6,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1998-4,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1999-2,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2001-6,mg/dL,7.0,13.0
Bilirubin; direct between 1.0 and 483.0 ug/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1968-7,ug/dL,1.0,483.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2000-8,mmol/L,1.0,147.0
Bilirubin; direct between 1.0 and 148.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1968-7,mmol/L,1.0,148.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1996-8,g/dL,3.4,36.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1997-6,g/dL,3.4,36.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1998-4,g/dL,3.4,36.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1999-2,g/dL,3.4,36.0
Chloride; blood between 90.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2075-0,mmol/L,90.0,147.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2162-6,umol/L,10.0,200.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 ng/mL",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2157-6,ng/mL,1.0,1000.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2162-6,mg/dL,0.1,5.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 mg/dL",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2157-6,mg/dL,1.0,1000.0
Ferritin between 0.0 and 70.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2276-4,10*3/uL,0.0,70.0
Ferritin between 0.0 and 150.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2276-4,mg/dL,0.0,150.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2520-5,mmol/L,0.0,100.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2524-7,mmol/L,0.0,100.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,25583-6,pg/mL,1.2,448.0
Magnesium between 0.0 and 1000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2598-1,mg/dL,0.0,1000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,25583-6,mg/dL,7.0,13.0
Magnesium between 0.0 and 10.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2598-1,mmol/L,0.0,10.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27373-0,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27172-6,mg/dL,7.0,13.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 10*-3.eq/L",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2823-3,10*-3.eq/L,3.0,8.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 mmol/L",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2823-3,mmol/L,3.0,8.0
Prolactin between 1.0 and 1000.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2842-3,ng/mL,1.0,1000.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30527-6,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30527-6,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30527-6,mmol/L,1.0,147.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,32305-5,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,32305-5,mmol/L,1.0,147.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38483-4,mg/L,10.0,30.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38250-7,g/dL,3.4,36.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5919-6,mg/L,10.0,30.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104612006,umol/L,10.0,200.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104867005,mg/dL,1.0,10.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,121797002,mg/dL,1.0,10.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 g/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,121797002,g/dL,1.0,10.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12181-4,mg/mL,7.0,13.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12181-4,pg/mL,1.2,448.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12190-5,mg/L,10.0,30.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12181-4,g/dL,3.4,36.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14417-0,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14416-2,mg/dL,7.0,13.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14682-9,umol/L,10.0,200.0
Bilirubin; direct between 1.0 and 148.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15152-2,10*-3.eq/L,1.0,148.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15155-5,pg/mL,1.2,448.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15050-8,mg/dL,0.1,5.0
Bilirubin; direct between 1.0 and 37.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15152-2,g/dL,1.0,37.0
Magnesium between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,19123-9,%,0.0,100.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1974-5,mg/dL,1.0,398.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2000-8,pg/mL,1.2,448.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1996-8,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1997-6,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1998-4,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1999-2,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2000-8,g/dL,3.4,36.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2160-0,umol/L,10.0,200.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2160-0,mg/L,10.0,30.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2161-8,mg/L,10.0,30.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 g/dL",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2157-6,g/dL,1.0,242.0
Ferritin between 0.0 and 100.0 fL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2276-4,fL,0.0,100.0
Triglycerides between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2571-8,%,0.0,100.0
Magnesium between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2598-1,%,0.0,100.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2777-1,mg/dL,1.0,10.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2777-1,mmol/L,1.0,10.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2777-1,g/dL,1.0,10.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27172-6,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27172-6,g/dL,3.4,36.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27373-0,g/dL,3.4,36.0
Testosterone; total between 5.0 and 1000.0 ng/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2986-8,ng/dL,5.0,1000.0
Testosterone; total between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2986-8,%,0.0,100.0
Chloride; blood between 95.0 and 111.0 10*-3.eq/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104589004,10*-3.eq/L,95.0,111.0
Chloride; blood between 1.0 and 97.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104589004,mg/dL,1.0,97.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mmol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104867005,mmol/L,1.0,10.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 10*-3.eq/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,88645003,10*-3.eq/L,2.0,42.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,25386-4,mg/L,10.0,30.0
Triglycerides between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12228-3,%,0.0,100.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12588-0,mg/L,10.0,30.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12588-0,mg/dL,0.1,5.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14416-2,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14418-8,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14417-0,g/dL,3.4,36.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14627-4,mmol/L,2.0,42.0
Bilirubin; direct between 1.0 and 1900.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15152-2,ng/mL,1.0,1900.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,16273-5,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,16273-5,mg/dL,7.0,13.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,17861-6,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2002-4,pg/mL,1.2,448.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2001-6,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2002-4,g/dL,3.4,36.0
Chloride; blood between 1.0 and 97.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2075-0,mg/dL,1.0,97.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2160-0,mg/dL,0.1,5.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27373-0,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27373-0,mg/dL,7.0,13.0
Thyroid stimulating hormone (TSH) between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3016-3,%,0.0,100.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,32305-5,pg/mL,1.2,448.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38483-4,mg/dL,0.1,5.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104612006,mg/dL,0.1,5.0
"Lipoprotein, direct measurement; LDL cholesterol between 0.0 and 100.0 %",http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,113079009,%,0.0,100.0
"Lipoprotein, direct measurement; LDL cholesterol between 5.0 and 400.0 mg/dL",http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,113079009,mg/dL,5.0,400.0
Magnesium between 0.0 and 10.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2598-1,10*-3.eq/L,0.0,10.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,25386-4,umol/L,10.0,200.0
Triglycerides between 40.0 and 1000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12228-3,mg/dL,40.0,1000.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14417-0,mmol/L,1.0,147.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14682-9,mg/dL,0.1,5.0
Bilirubin; direct between 1.0 and 148.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,15152-2,mmol/L,1.0,148.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,16273-5,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,17861-6,mg/mL,7.0,13.0
Magnesium between 0.0 and 10.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,19123-9,mmol/L,0.0,10.0
Magnesium between 0.0 and 2100.0 nmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,19123-9,nmol/L,0.0,2100.0
"Creatine kinase (CK), (CPK); total between 1.58 and 1000.0 ng/dL",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2157-6,ng/dL,1.58,1000.0
Ferritin between 0.01 and 700.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2276-4,ng/mL,0.01,700.0
Triglycerides between 40.0 and 1000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2571-8,mg/dL,40.0,1000.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,25583-6,g/dL,3.4,36.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30242-2,mmol/L,0.0,100.0
Lipase between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,3040-3,%,0.0,100.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,30527-6,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38250-7,mg/mL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38250-7,mmol/L,1.0,147.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,5919-6,umol/L,10.0,200.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 g/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104867005,g/dL,1.0,10.0
"Phosphatase, alkaline between 1.0 and 360.0 mg/dL",http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,88810008,mg/dL,1.0,360.0
"Phosphatase, alkaline between 1.0 and 36.0 g/dL",http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,88810008,g/dL,1.0,36.0
Bilirubin; direct between 1.0 and 1000.0 nmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1968-7,nmol/L,1.0,1000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,12181-4,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14419-6,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14419-6,g/dL,3.4,36.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14683-7,mg/L,10.0,30.0
Magnesium between 0.0 and 1000.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,19123-9,mg/dL,0.0,1000.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 10*-3.eq/L",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2157-6,10*-3.eq/L,1.0,242.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2162-6,mg/L,10.0,30.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,25583-6,mg/mL,7.0,13.0
Magnesium between 0.0 and 2100.0 nmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2598-1,nmol/L,0.0,2100.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104612006,mg/L,10.0,30.0
Creatine between 1.0 and 20.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,104612006,mg/dL,1.0,20.0
Testosterone; total between 0.0 and 100.0 %,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,85470006,%,0.0,100.0
"Thromboplastin time, partial (PTT); plasma or whole blood between 0.0 and 100.0 %",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14979-9,%,0.0,100.0
Magnesium between 0.0 and 10.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,19123-9,10*-3.eq/L,0.0,10.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 10*-3.eq/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2028-9,10*-3.eq/L,2.0,42.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27172-6,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1996-8,mg/mL,7.0,13.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1975-2,g/dL,1.0,34.0
Magnesium between 0.0 and 6000.0 ug/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2598-1,ug/dL,0.0,6000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14417-0,mg/dL,7.0,13.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14418-8,g/dL,3.4,36.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2000-8,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2002-4,mg/dL,7.0,13.0
Bilirubin; direct between 1.0 and 37.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,1968-7,g/dL,1.0,37.0
"Creatine kinase (CK), (CPK); total between 1.0 and 915.0 ug/dL",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2157-6,ug/dL,1.0,915.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,27373-0,mmol/L,1.0,147.0
Prostate specific antigen (PSA); total between 0.0 and 10.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,2857-1,ng/mL,0.0,10.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,38483-4,umol/L,10.0,200.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14419-6,mg/mL,7.0,13.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,14415-4,pg/mL,1.2,448.0
